pos	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T	A	C	G	T
7398	0	0	5	0	0	0	448	1	0	0	838	2	0	0	6	0	2	0	7490	10	0	0	6	0	0	0	8	0	0	0	3	0	1	2	684	1	1	0	828	2	0	0	873	1	0	0	362	0	0	0	109	1	0	0	89	1
7399	0	0	5	0	0	0	444	3	0	0	838	2	0	0	6	0	1	0	7344	3	0	0	6	0	0	0	8	0	0	0	3	0	0	0	692	0	0	0	825	3	0	0	867	4	0	0	353	0	0	1	106	0	0	0	91	0
7400	0	0	0	5	1	0	0	445	0	1	2	834	0	0	0	7	1	2	3	7194	0	0	0	6	0	0	1	7	0	0	0	3	1	0	1	694	1	0	0	827	1	0	1	865	0	0	2	355	0	0	0	109	1	0	1	87
7401	0	0	0	5	0	1	0	446	1	0	0	842	0	0	0	7	0	1	0	7276	0	0	0	6	0	0	0	8	0	0	0	3	0	1	2	702	0	0	1	825	0	0	2	867	0	1	1	353	0	0	0	104	1	0	1	86
7402	0	0	5	0	0	0	443	1	1	0	844	1	0	0	7	0	2	2	7139	6	0	0	6	0	0	0	8	0	0	0	3	0	0	0	701	1	0	1	824	1	1	0	855	6	0	0	352	0	1	0	101	0	0	1	84	1
7403	0	0	5	0	2	0	438	0	0	0	843	0	1	0	7	0	0	2	7003	2	0	0	6	0	0	0	8	0	0	0	3	0	0	1	697	0	0	2	821	1	3	0	860	2	0	0	354	1	0	0	101	2	0	0	86	0
7404	5	0	0	0	440	1	3	2	837	3	4	5	8	0	0	0	6935	12	13	9	5	0	1	0	8	0	0	0	3	0	0	0	689	2	4	11	821	3	5	4	853	6	7	5	340	9	3	5	100	1	0	1	79	4	1	2
7405	0	5	0	0	0	445	0	0	2	832	0	1	0	8	0	0	4	6860	0	5	0	6	0	0	0	8	0	0	0	3	0	0	0	698	2	2	0	829	0	0	2	864	0	1	0	351	1	3	0	101	0	0	1	85	0	0
7406	0	0	0	5	0	0	0	444	1	0	1	829	0	0	0	8	2	3	4	6841	0	0	0	6	0	0	0	8	0	0	0	3	1	0	2	698	0	0	2	826	0	0	4	864	0	0	0	357	0	0	0	100	0	0	1	85
7407	0	0	0	5	0	1	0	444	0	0	1	836	0	0	0	8	0	0	3	6782	0	0	0	6	0	0	0	8	0	0	0	3	0	0	1	702	0	0	0	826	0	0	0	866	0	0	1	354	0	0	0	99	0	0	0	87
7408	0	0	5	0	0	1	441	2	0	0	837	2	0	0	8	0	1	2	6566	7	1	0	4	1	0	0	8	0	0	0	3	0	1	0	699	2	3	0	823	0	0	3	858	2	0	0	355	0	0	0	96	2	0	0	89	0
7409	0	0	5	0	0	0	442	1	1	0	829	4	0	0	8	0	4	0	6477	8	0	0	6	0	0	0	8	0	0	0	3	0	2	0	696	1	3	0	824	0	2	1	853	2	0	0	355	3	1	0	96	1	0	1	88	0
7410	0	1	0	4	0	0	0	443	3	1	3	829	0	0	0	8	4	3	14	6351	0	0	0	6	0	0	0	8	0	0	0	3	0	1	2	696	0	0	4	829	2	2	5	855	1	0	4	354	0	1	4	93	2	1	0	89
7411	0	0	5	0	0	0	439	1	1	0	833	1	0	0	8	0	1	4	6178	2	0	0	6	0	0	0	8	0	0	0	3	0	1	0	699	2	0	1	823	3	0	0	856	2	0	1	359	1	0	0	97	0	0	1	92	0
7412	0	0	5	0	0	0	447	0	0	2	833	0	0	0	8	0	4	4	5994	9	0	0	6	0	0	0	8	0	0	0	3	0	0	1	691	2	1	1	820	3	0	0	848	1	0	0	361	0	0	1	92	1	1	1	92	0
7413	0	5	0	0	2	447	1	1	4	832	2	1	0	8	0	0	8	6005	1	6	0	6	0	0	1	7	0	0	0	3	0	0	2	695	0	0	0	829	1	1	3	850	2	0	1	361	2	0	0	94	0	0	1	90	0	1
7414	5	0	0	0	451	0	0	1	833	1	0	0	8	0	0	0	5995	1	2	1	6	0	0	0	7	0	0	0	3	0	0	0	698	0	0	0	833	1	4	0	857	0	0	1	360	1	0	1	94	0	0	0	92	1	0	0
7415	5	0	0	0	449	0	0	0	836	1	0	0	8	0	0	0	5892	2	0	1	6	0	0	0	7	0	0	0	3	0	0	0	689	2	1	0	838	1	0	1	851	0	2	1	361	1	1	0	88	1	2	0	91	1	0	1
7416	0	0	5	0	2	1	448	2	0	1	838	2	0	0	8	0	5	1	5738	14	0	0	6	0	0	0	7	0	0	0	3	0	0	2	683	4	2	0	833	3	1	0	849	4	1	0	363	1	0	0	89	1	0	0	93	0
7417	0	0	0	5	0	0	3	450	2	0	5	838	0	0	0	8	5	7	4	5565	0	0	0	6	0	0	1	6	0	0	0	3	0	2	5	681	3	2	2	838	3	1	4	848	0	2	5	354	0	2	2	85	0	0	2	88
7418	0	4	0	0	1	450	0	1	1	842	0	2	0	8	0	0	6	5551	2	1	0	6	0	0	0	7	0	0	0	3	0	0	2	681	0	1	4	847	1	1	3	853	2	1	0	364	0	0	1	87	0	0	1	87	0	0
7419	0	0	0	4	0	1	0	454	1	0	0	850	0	0	0	7	4	4	5	5485	0	0	0	6	0	0	0	7	0	0	0	3	1	0	0	683	0	2	2	852	0	1	0	858	1	3	3	360	0	0	0	87	0	1	0	87
7420	0	0	4	0	0	0	446	1	2	1	845	2	0	0	7	0	5	3	5245	10	0	0	6	0	0	0	7	0	0	0	3	0	2	1	679	1	2	0	841	1	1	1	850	3	0	0	361	1	0	0	87	0	0	0	87	0
7421	0	4	0	0	0	449	0	0	0	845	1	1	0	7	0	0	4	5222	2	2	0	6	0	0	0	7	0	0	0	3	0	0	2	687	1	0	0	844	1	1	2	853	2	1	0	363	0	1	1	85	1	0	1	84	0	0
7422	0	4	0	0	0	455	0	0	1	847	1	2	0	7	0	0	5	5230	5	4	0	5	1	0	0	7	0	0	0	3	0	0	0	692	0	1	1	850	0	1	0	858	0	0	0	364	1	0	0	87	0	0	1	84	0	0
7423	0	0	4	0	0	0	453	4	1	0	857	3	0	0	7	0	1	1	5356	12	0	0	6	0	0	0	7	0	0	0	3	0	0	0	692	3	0	2	846	2	2	1	842	6	0	1	363	0	0	2	84	0	1	1	84	1
7424	0	4	0	0	0	456	0	1	1	856	2	1	0	7	0	0	4	5538	2	1	0	6	0	0	0	7	0	0	0	3	0	0	2	691	0	0	0	851	1	0	0	856	0	0	0	368	1	0	0	86	0	0	0	86	0	1
7425	0	0	0	5	0	0	0	461	2	0	0	872	0	0	0	7	1	2	0	5878	0	0	0	6	0	0	0	7	0	0	0	3	1	2	0	689	0	1	1	870	0	1	0	869	0	1	0	373	1	0	0	85	0	0	0	89
7426	0	0	5	0	0	0	467	1	4	0	872	1	0	0	7	0	1	0	6056	5	0	0	6	0	0	0	7	0	0	0	2	1	1	0	690	4	0	0	868	2	0	0	865	2	0	0	374	0	0	0	88	0	0	0	87	2
7427	5	0	0	0	471	1	1	0	880	0	0	0	8	0	0	0	6263	1	1	0	5	0	1	0	7	0	0	0	3	0	0	0	694	1	0	1	866	0	0	0	861	0	0	1	377	0	0	0	87	0	1	0	91	0	0	0
7428	0	0	0	5	0	0	0	484	1	1	2	884	0	0	0	8	0	1	2	6571	0	0	0	6	0	0	0	7	0	0	0	3	1	2	0	702	0	1	0	874	0	0	1	876	0	0	0	377	0	0	0	90	0	0	0	91
7429	5	0	0	0	481	0	1	0	890	0	1	1	9	0	0	0	6746	0	1	2	6	0	0	0	7	0	0	0	3	0	0	0	700	0	0	0	872	0	0	1	871	0	0	0	374	0	1	0	87	1	1	0	91	0	0	0
7430	5	0	0	0	485	0	0	0	896	0	0	0	9	0	0	0	7009	0	2	4	6	0	0	0	7	0	0	0	3	0	0	0	701	0	1	0	871	0	0	0	868	0	0	0	377	0	0	0	88	0	0	0	89	0	0	0
7431	5	0	0	0	492	1	0	0	900	0	0	0	9	0	0	0	7280	0	1	2	7	0	0	0	8	0	0	0	3	0	0	0	704	0	1	0	874	0	0	0	872	0	0	0	376	0	0	0	89	0	1	0	88	0	0	0
7432	0	0	5	0	1	0	494	0	0	1	897	1	0	0	9	0	1	1	7522	2	0	0	7	0	0	0	8	0	0	0	3	0	1	0	700	1	1	1	869	0	1	2	861	2	0	0	375	3	1	0	89	0	1	0	87	0
7433	0	0	5	0	0	0	491	1	0	0	897	1	0	0	9	0	2	2	7765	6	0	0	7	0	0	0	8	0	0	0	3	0	1	0	699	1	2	2	867	2	1	1	859	3	1	0	376	0	1	0	89	0	0	0	92	0
7434	5	0	0	0	494	0	0	1	900	0	0	1	9	0	0	0	7985	0	2	0	7	0	0	0	8	0	0	0	3	0	0	0	704	0	1	0	879	0	0	1	871	0	0	1	381	1	0	0	89	0	1	0	92	0	0	0
7435	5	0	0	0	497	1	0	1	908	0	0	1	9	0	0	0	7993	1	3	1	6	0	0	0	8	0	0	0	3	0	0	0	705	0	0	0	879	0	0	0	871	1	0	0	382	0	0	0	90	0	0	1	92	0	1	0
7436	5	0	0	0	502	0	0	0	920	0	0	0	8	1	0	0	7992	1	1	4	6	0	0	0	8	0	0	0	3	0	0	0	706	0	0	0	890	1	0	0	871	0	1	0	382	0	0	0	90	0	0	0	94	0	0	0
7437	0	0	5	0	1	0	496	6	0	0	927	2	0	0	9	0	2	3	7981	12	0	0	5	0	0	0	8	0	0	0	4	0	0	1	714	1	3	2	883	6	1	1	872	2	0	1	383	1	0	0	91	0	1	0	93	0
7438	0	0	5	0	1	0	497	1	0	0	933	3	0	0	9	0	3	2	7988	5	0	0	5	0	0	1	7	0	0	0	4	0	0	0	711	4	2	0	902	3	0	1	865	3	0	0	386	1	0	0	88	1	0	0	92	1
7439	6	0	0	0	487	0	0	2	942	0	1	1	9	0	0	0	7988	1	3	5	5	0	0	0	8	0	0	0	4	0	0	0	710	1	1	2	915	0	0	0	881	0	0	1	382	1	1	0	88	0	2	0	94	0	0	0
7440	1	0	0	5	1	0	0	496	1	2	0	940	0	0	0	9	3	1	3	7990	0	0	0	5	0	0	0	8	0	0	0	4	0	0	0	724	0	0	1	912	1	0	0	892	0	0	1	389	1	0	0	90	0	0	0	94
7441	5	0	0	0	491	3	3	6	925	5	10	14	9	0	0	0	7920	27	10	41	5	0	0	0	7	0	0	1	4	0	0	0	696	4	6	14	901	9	2	15	877	5	8	12	377	6	2	9	86	4	0	1	90	1	2	2
7442	0	5	0	0	1	501	0	0	1	958	0	1	0	9	0	0	2	7994	1	1	0	5	0	0	0	8	0	0	0	4	0	0	0	718	0	2	1	937	0	1	1	902	1	0	0	404	0	0	0	88	0	2	1	94	1	0
7443	0	0	0	5	0	0	0	506	1	0	1	967	0	0	0	9	3	2	0	7993	0	0	0	5	0	0	0	8	0	0	0	4	1	2	0	721	2	1	0	945	0	1	0	913	0	0	0	405	1	0	0	88	0	0	0	96
7444	0	5	0	0	0	503	0	1	3	961	0	0	0	9	0	0	5	7990	1	2	0	5	0	0	0	8	0	0	0	4	0	0	2	719	1	3	0	946	0	1	1	914	0	0	1	402	1	1	0	86	2	1	0	98	0	0
7445	0	0	5	0	0	0	502	0	2	1	964	0	0	0	9	0	0	0	7991	7	0	0	5	0	0	0	8	0	0	0	4	0	0	0	728	1	0	0	947	0	0	0	909	2	0	1	399	3	0	0	88	0	0	0	98	0
7446	0	0	0	5	0	0	5	497	0	1	3	968	0	0	1	7	5	1	6	7986	0	0	0	5	0	0	0	8	0	0	0	4	1	1	0	727	1	0	4	943	0	1	0	909	1	0	5	398	0	0	2	88	3	1	0	94
7447	0	0	5	0	0	0	501	1	0	0	968	3	0	0	8	0	2	0	7987	9	0	0	5	0	0	0	8	0	0	0	3	0	1	1	728	3	1	3	939	4	2	0	918	3	0	0	403	2	1	0	88	0	0	2	96	0
7448	5	0	0	0	502	0	0	1	965	0	1	1	8	0	0	0	7984	1	6	6	5	0	0	0	8	0	0	0	3	0	0	0	739	0	1	0	951	0	2	1	927	0	0	0	403	0	1	0	84	1	2	1	93	0	2	0
7449	0	0	0	5	1	0	0	506	1	1	1	967	0	0	0	8	0	0	2	7995	0	0	0	5	0	0	0	8	0	0	0	3	0	0	0	738	0	0	0	961	0	1	0	928	0	0	0	409	0	0	0	93	0	0	0	95
7450	0	0	0	7	0	0	0	508	0	1	0	971	0	0	0	7	2	1	0	7994	0	0	0	5	1	0	0	7	0	0	0	4	0	0	1	738	0	0	0	964	0	0	0	932	0	0	0	407	0	0	0	91	0	0	0	96
7451	7	0	0	0	503	0	1	1	968	0	0	2	7	0	0	0	7987	2	2	7	5	0	0	0	8	0	0	0	4	0	0	0	737	1	0	0	961	1	1	2	932	0	0	1	406	1	0	1	88	1	1	1	94	0	0	0
7452	0	0	0	7	0	0	0	505	0	1	0	963	0	0	0	7	3	1	0	7994	0	0	0	5	0	0	0	8	0	0	0	4	0	2	0	740	1	1	1	965	0	0	0	936	0	3	0	406	0	1	0	90	0	0	0	96
7453	0	7	0	0	1	504	0	1	0	966	0	2	0	7	0	0	7	7988	1	2	0	5	0	0	0	8	0	0	0	4	0	0	2	734	0	1	0	968	1	2	1	935	0	0	1	406	1	1	0	88	0	2	0	94	1	0
7454	0	0	0	7	0	1	2	510	0	1	0	973	0	0	0	7	3	2	0	7993	0	0	0	5	0	0	0	8	0	0	0	4	0	0	0	742	0	1	1	980	0	0	0	937	0	0	0	417	0	0	0	90	0	0	0	97
7455	0	0	0	7	1	0	0	516	1	1	0	975	0	0	0	6	1	3	0	7994	0	0	0	5	0	0	0	7	0	0	0	4	0	0	0	743	1	1	1	985	0	1	0	943	0	1	1	416	0	1	1	88	0	0	0	97
7456	0	0	6	0	0	1	516	1	0	0	972	3	0	0	6	0	2	1	7990	5	0	0	5	0	0	0	6	0	0	0	4	0	1	0	745	0	0	1	988	4	0	2	946	2	2	1	408	1	0	0	86	2	0	0	94	1
7457	0	6	0	0	1	512	0	0	2	976	0	0	0	6	0	0	4	7992	1	1	0	5	0	0	0	6	0	0	0	4	0	0	1	746	0	0	1	1002	1	0	0	950	0	0	1	413	0	0	0	91	0	1	1	95	0	0
7458	0	0	0	6	0	0	0	512	0	0	1	984	0	0	0	6	3	3	0	7992	0	0	0	5	0	0	0	6	0	0	0	4	0	0	0	748	0	2	1	996	0	0	0	948	0	0	0	417	0	0	0	92	0	0	0	99
7459	0	0	6	0	0	1	512	0	2	1	977	1	0	0	6	0	2	1	7992	3	0	0	5	0	0	0	6	0	0	0	3	1	0	2	737	1	0	1	987	4	0	0	947	2	0	0	407	6	0	1	90	1	0	0	98	0
7460	0	5	0	1	0	509	0	0	0	988	1	0	0	6	0	0	3	7991	0	4	0	5	0	0	0	6	0	0	0	4	0	0	2	739	1	0	1	989	3	1	2	952	1	0	0	416	1	0	0	93	0	0	1	97	1	0
7461	0	0	0	5	0	0	0	514	1	0	2	990	0	0	0	6	0	0	1	7997	0	0	0	5	0	0	0	6	0	0	0	4	0	0	1	746	0	0	2	1003	0	0	1	959	0	0	3	419	0	0	1	91	0	0	1	97
7462	0	0	5	0	0	0	513	0	0	0	980	4	0	0	6	0	6	2	7984	6	0	0	5	0	0	0	5	0	0	0	4	0	1	1	740	0	1	0	1002	1	1	1	957	2	1	1	421	1	0	0	95	3	0	0	98	1
7463	0	5	0	0	2	511	0	0	1	988	0	2	0	6	0	0	3	7990	2	3	0	5	0	0	0	5	0	0	0	4	0	0	1	739	1	0	0	1008	2	2	0	966	0	1	0	426	1	0	0	97	0	1	1	96	0	1
7464	5	0	0	0	516	0	0	0	996	0	0	0	6	0	0	0	7988	5	3	1	4	0	0	0	4	0	1	0	4	0	0	0	748	0	0	0	1019	1	2	0	968	0	0	1	431	1	0	0	100	4	0	0	100	0	0	0
7465	0	0	0	5	0	0	1	516	0	1	0	994	0	0	0	6	1	2	1	7993	0	0	0	4	0	0	0	5	0	0	0	4	0	0	1	748	0	0	0	1025	1	1	1	965	0	0	0	436	0	0	1	103	0	1	0	99
7466	0	0	0	5	0	0	1	511	0	0	1	992	0	0	0	6	1	1	1	7994	0	0	0	4	0	0	0	5	0	0	0	4	0	1	0	750	1	0	1	1021	0	0	0	968	0	0	0	431	0	0	0	103	0	0	0	101
7467	0	0	0	5	0	0	0	515	0	0	2	988	0	0	0	6	1	1	2	7994	1	0	0	3	0	0	0	5	0	0	0	4	0	0	0	753	0	0	0	1017	0	0	0	970	0	2	0	430	1	0	1	98	0	0	0	100
7468	0	5	0	0	0	513	0	0	1	991	1	0	0	6	0	0	3	7993	1	1	0	4	0	0	0	5	0	0	0	4	0	0	1	752	0	0	0	1019	0	2	0	964	0	3	1	430	0	0	0	101	0	0	1	98	0	0
7469	0	5	0	0	1	519	0	0	0	1000	0	0	0	6	0	0	2	7994	0	2	0	4	0	0	0	5	0	0	0	4	0	0	1	759	1	0	0	1020	4	0	0	974	1	1	0	430	1	0	0	100	0	0	0	98	0	0
7470	0	0	0	5	0	0	0	524	0	0	2	1005	0	0	0	6	6	10	2	7980	0	0	0	4	0	0	0	5	0	0	0	4	0	1	1	763	0	3	1	1028	1	2	0	979	0	0	1	431	0	0	0	101	0	1	0	98
7471	0	0	5	0	0	0	521	0	0	0	1015	0	0	0	6	0	2	2	7988	5	0	0	4	0	0	0	5	0	0	0	4	0	4	0	757	0	4	0	1022	1	1	1	979	1	0	0	435	1	0	0	101	0	1	0	98	1
7472	5	0	0	0	521	0	1	1	1012	0	0	0	6	0	0	0	7991	3	1	3	2	1	0	0	5	0	0	0	4	0	0	0	756	0	0	0	1026	1	0	2	979	2	0	0	436	0	0	0	99	2	2	0	100	1	1	0
7473	0	0	5	0	0	0	526	1	0	0	1012	1	0	0	5	0	4	1	7987	6	0	0	3	0	0	0	5	0	0	0	3	0	0	0	751	0	1	0	1031	2	0	1	984	1	0	0	437	1	0	1	102	0	0	0	104	0
7474	0	5	0	0	1	521	0	0	3	1011	1	1	0	5	0	0	3	7993	1	0	0	3	0	0	0	5	0	0	0	3	0	0	3	737	2	3	3	1032	2	0	2	969	1	2	2	436	1	0	1	102	0	0	0	102	0	0
7475	0	0	0	5	1	0	0	521	0	0	1	1024	0	0	0	6	1	0	1	7996	0	0	0	3	0	0	0	4	0	0	0	3	1	0	1	748	1	1	2	1038	0	1	0	969	0	0	0	441	0	0	1	101	0	0	0	102
7476	0	0	0	6	0	0	0	517	1	0	0	1021	0	0	0	6	3	0	0	7995	0	0	0	3	0	0	0	4	0	0	0	3	0	1	0	756	1	0	1	1046	2	0	0	969	0	0	0	441	0	0	0	102	0	0	0	99
7477	6	0	0	0	518	1	0	0	1028	0	0	1	6	0	0	0	7994	1	2	1	2	0	0	0	4	0	0	0	3	0	0	0	759	1	1	0	1032	1	2	0	975	0	0	0	446	0	0	0	103	1	0	0	100	0	0	0
7478	7	0	0	0	523	1	0	0	1025	1	1	0	6	0	0	0	7993	2	0	3	2	0	0	0	4	0	0	0	3	0	0	0	761	0	0	1	1040	0	1	0	968	1	1	0	444	1	0	0	101	0	0	0	100	0	0	0
7479	0	0	0	7	1	0	0	521	0	1	0	1032	0	0	0	6	3	1	0	7993	0	0	0	2	0	0	0	4	0	0	0	3	0	0	2	757	0	0	1	1041	1	2	0	967	1	0	0	441	1	0	3	98	0	0	0	100
7480	0	0	7	0	1	0	514	1	0	0	1032	3	0	0	7	0	1	0	7991	6	0	0	1	0	0	0	4	0	0	0	3	0	1	0	759	1	1	3	1047	1	0	1	960	2	0	1	437	1	0	0	104	0	0	0	98	2
7481	0	6	0	1	1	515	0	0	1	1029	3	2	0	7	0	0	5	7992	1	0	0	1	0	0	0	3	0	0	0	3	0	0	0	767	0	0	1	1044	1	0	1	959	0	1	1	436	0	0	0	104	0	0	0	97	1	1
7482	0	0	0	7	0	1	0	516	0	0	1	1037	0	0	0	7	5	2	4	7987	0	0	0	1	0	0	0	3	0	0	0	3	0	0	1	768	0	0	0	1049	1	0	2	966	1	0	0	437	0	0	0	104	0	0	1	99
7483	0	0	0	7	0	0	0	519	1	3	1	1036	0	0	0	7	3	4	2	7987	0	0	0	1	0	0	0	3	0	0	0	3	0	0	1	771	0	1	2	1048	0	1	1	964	0	0	0	441	0	0	0	104	0	1	0	100
7484	0	0	7	0	0	0	521	0	4	0	1030	2	0	0	7	0	1	1	7988	7	0	0	1	0	0	0	3	0	0	0	3	0	1	0	772	3	0	0	1056	1	3	1	960	0	0	0	440	0	0	0	105	0	0	0	99	0
7485	0	0	7	0	1	0	518	1	0	1	1031	1	0	0	7	0	3	0	7992	2	0	0	1	0	0	0	3	0	0	0	2	0	0	0	768	3	1	0	1052	0	1	0	960	4	0	0	434	1	0	0	107	0	0	0	96	0
7486	0	0	7	0	1	0	520	1	1	0	1028	4	0	0	7	0	1	1	7988	8	0	0	1	0	0	0	3	0	0	0	2	0	0	0	763	1	2	0	1043	3	0	1	963	1	0	0	437	1	0	1	103	2	0	0	98	0
7487	7	0	0	0	517	0	1	1	1030	2	1	1	7	0	0	0	7989	2	3	3	1	0	0	0	4	0	0	0	2	0	0	0	762	0	1	0	1050	1	1	0	963	1	3	0	437	2	1	0	106	1	0	0	97	0	1	0
7488	0	0	7	0	0	0	520	1	0	3	1029	0	0	0	8	0	3	3	7985	7	0	0	1	0	0	0	3	0	0	0	3	0	2	0	759	4	1	1	1058	0	1	1	969	3	1	1	432	2	0	0	105	1	0	0	98	0
7489	0	7	0	0	0	519	0	1	2	1025	2	2	0	8	0	0	7	7988	1	3	0	1	0	0	0	3	0	0	0	3	0	0	2	760	1	1	0	1056	2	0	1	972	1	0	2	436	1	0	0	107	0	0	0	97	0	0
7490	0	0	7	0	0	1	513	3	0	0	1033	5	0	0	8	0	0	2	7988	7	0	0	1	0	0	0	3	0	0	0	3	0	0	0	766	5	1	2	1058	3	0	1	968	0	0	0	437	0	0	0	110	1	0	0	98	0
7491	0	0	0	7	1	3	1	515	0	1	2	1043	0	0	0	8	3	1	6	7987	0	0	0	1	0	1	0	2	0	0	0	3	2	0	5	767	1	0	2	1062	1	1	6	974	1	0	2	434	2	1	4	107	1	0	2	96
7492	0	0	7	0	0	0	518	2	0	1	1041	3	0	0	8	0	2	1	7985	9	0	0	1	0	0	0	3	0	0	0	3	0	1	0	776	3	3	0	1066	4	0	0	977	1	0	0	434	1	0	0	113	3	0	0	100	0
7493	0	7	0	0	1	522	0	0	3	1039	2	2	0	8	0	0	5	7987	2	3	0	1	0	0	0	3	0	0	0	3	0	0	1	785	0	1	0	1077	1	1	1	979	0	3	1	432	0	2	0	113	1	0	0	99	1	1
7494	0	0	0	7	1	0	2	520	0	1	0	1055	0	0	0	8	2	0	1	7994	0	0	0	1	0	0	0	3	0	0	0	3	0	1	3	778	0	0	1	1076	1	0	0	983	0	0	1	434	0	0	0	118	0	0	0	104
7495	0	0	7	0	1	1	520	0	2	0	1057	2	0	0	8	0	2	1	7984	11	0	0	1	0	0	0	3	0	0	0	4	0	2	1	771	1	0	1	1083	0	0	0	978	4	1	0	434	0	0	0	122	0	1	0	100	1
7496	0	0	6	0	1	0	519	1	1	0	1062	3	0	0	8	0	1	0	7806	7	0	0	1	0	0	0	3	0	0	0	4	0	0	2	773	1	0	0	1091	2	0	0	981	3	0	0	435	0	1	0	122	0	0	0	104	0
7497	0	0	0	6	0	2	3	517	2	0	2	1066	0	0	0	7	3	4	14	7770	0	0	0	2	0	0	0	3	0	0	1	3	2	3	4	763	2	0	5	1099	0	2	2	981	2	1	6	426	1	1	2	118	1	1	2	100
7498	0	0	6	0	0	0	516	1	2	2	1061	0	0	0	7	0	3	0	7738	8	0	0	2	0	0	0	3	0	0	0	4	0	1	0	770	1	0	0	1106	3	2	1	983	4	0	0	437	2	0	0	122	0	0	0	106	0
7499	0	6	0	0	1	517	4	0	0	1071	1	0	0	7	0	0	5	7690	0	3	0	2	0	0	0	2	1	0	0	4	0	0	1	763	0	1	2	1107	1	2	3	986	1	2	0	434	0	4	2	124	1	0	1	105	1	0
7500	0	0	0	6	0	0	0	525	0	1	0	1080	0	0	0	6	1	1	1	7792	0	0	0	2	0	0	0	3	0	0	0	4	1	0	2	766	0	0	2	1112	0	1	2	1000	0	0	1	443	0	0	0	128	0	0	0	109
7501	0	0	5	1	1	0	528	0	1	2	1076	2	0	0	7	0	3	0	7738	4	0	0	2	0	0	0	3	0	0	0	4	0	1	1	765	2	2	1	1114	1	0	3	992	2	1	0	440	2	0	0	130	1	0	0	108	2
7502	6	0	0	0	530	0	0	0	1076	2	0	0	7	0	0	0	7731	0	2	4	2	0	0	0	3	0	0	0	4	0	0	0	762	1	1	3	1117	0	1	0	995	1	0	0	439	1	1	0	132	0	0	1	109	0	0	1
7503	0	0	0	6	0	0	0	530	0	0	0	1077	0	0	0	6	1	2	3	7766	0	0	0	2	0	0	0	3	0	0	0	4	1	1	1	762	0	0	2	1116	0	0	1	994	1	0	0	443	1	0	0	135	0	0	1	110
7504	0	0	6	0	1	0	525	1	1	0	1068	3	0	0	6	0	3	3	7619	11	0	0	2	0	0	0	3	0	0	0	4	0	1	2	757	3	0	2	1109	3	0	1	985	6	2	2	435	2	0	0	133	3	2	0	109	2
7505	0	6	0	0	1	527	3	2	2	1068	1	0	0	6	0	0	4	7653	3	6	0	2	0	0	0	3	0	0	0	4	0	0	5	757	3	1	1	1114	1	1	0	985	0	4	0	436	0	1	0	136	0	0	1	112	0	2
7506	0	0	0	6	0	0	0	537	0	0	1	1073	0	0	0	6	4	1	1	7602	0	0	0	2	0	0	0	3	0	0	0	4	0	1	0	773	0	1	0	1125	1	0	1	993	0	0	0	439	0	0	0	141	0	1	0	118
7507	0	0	0	6	0	1	1	536	0	1	0	1066	0	0	0	6	2	3	4	7598	0	0	0	2	0	0	0	3	0	0	0	4	1	0	3	769	0	2	2	1122	1	1	1	998	1	0	0	437	0	1	0	142	0	0	0	120
7508	0	6	0	0	0	538	0	0	0	1068	2	0	0	6	0	0	3	7608	0	2	0	2	0	0	0	3	0	0	0	4	0	0	1	768	1	1	2	1124	3	2	2	1000	1	0	1	438	0	0	1	139	1	2	0	122	0	0
7509	0	6	0	0	1	538	0	0	0	1072	1	0	0	6	0	0	7	7631	2	4	0	2	0	0	0	3	0	0	0	4	0	0	0	774	0	0	1	1129	0	1	0	1009	0	1	1	433	0	1	0	143	2	0	0	121	0	0
7510	0	0	0	6	1	0	0	539	1	2	2	1069	0	0	0	6	1	2	1	7623	0	0	0	2	0	0	0	3	0	0	0	4	1	1	2	776	0	1	0	1130	1	1	1	1006	0	0	0	433	0	0	0	145	0	0	0	124
7511	0	6	0	0	0	542	0	0	1	1069	1	0	0	6	0	0	6	7677	1	5	0	2	0	0	0	3	0	0	0	4	0	0	1	777	0	2	1	1138	0	0	0	1010	1	0	1	428	1	0	0	146	0	1	1	120	0	1
7512	0	0	1	5	0	0	0	541	0	0	1	1075	0	0	0	6	0	3	1	7729	0	0	0	2	0	0	0	3	0	0	0	4	0	1	0	788	0	1	0	1147	1	0	0	1015	0	1	1	427	0	0	4	145	0	0	0	122
7513	0	0	6	0	1	0	539	1	1	1	1073	1	0	0	6	0	2	0	7664	5	0	0	2	0	0	0	3	0	0	0	4	0	0	1	792	1	1	1	1148	1	0	1	1009	0	0	0	430	0	0	1	149	1	0	0	122	0
7514	0	6	0	0	0	542	1	0	0	1077	0	1	0	6	0	0	3	7580	1	3	0	2	0	0	0	3	0	0	0	4	0	0	0	795	0	0	0	1151	1	0	1	1003	1	1	0	426	1	0	1	153	0	0	0	124	0	1
7515	0	0	0	6	0	0	0	547	0	0	3	1074	0	0	0	6	1	1	2	7595	0	0	0	2	0	0	0	3	0	0	0	4	0	1	1	800	0	1	3	1156	0	1	1	1008	0	0	0	430	0	0	0	154	0	0	0	126
